id,text,label,words
740,This combined with foreign investments creates interesting opportunities for Solteq .,1,"['this', 'combined', 'with', 'foreign', 'investments', 'creates', 'interesting', 'opportunities', 'for', 'solteq']"
741,"This is Done Logistics ' largest order in Norway , the diversified group said .",1,"['this', 'is', 'done', 'logistics', 'largest', 'order', 'in', 'norway', 'the', 'diversified', 'group', 'said']"
742,This resulted in improved sales figures in Sweden .,1,"['this', 'resulted', 'in', 'improved', 'sales', 'figures', 'in', 'sweden']"
743,"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",1,"['under', 'the', 'agreement', 'geosentric', 'will', 'provide', 'gypsii', 'powered', 'hotel', 'information', 'and', 'reservation', 'services', 'to', 'visitors', 'to', 'china', 'including', 'such', 'popular', 'cities', 'as', 'beijing', 'and', 'shanghai']"
744,"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",1,"['vaisala', 'also', 'said', 'it', 'expects', 'net', 'sales', 'of', 'eur', 'million', 'for', 'compared', 'with', 'eur', 'million', 'recorded', 'in']"
745,Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,1,"['validating', 'our', 'fgvoip', 'client', 'through', 'symbian', 'signed', 'represents', 'a', 'significant', 'step', 'forward', 'in', 'accomplishing', 'this', 'goal']"
746,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",1,"['wartsila', 'won', 'the', 'contract', 'in', 'october', 'and', 'the', 'plant', 'will', 'be', 'installed', 'at', 'manturovo', 'in', 'the', 'kostroma', 'region', 'of', 'russia', 'about', 'km', 'northeast', 'of', 'moscow', 'russia']"
747,"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",1,"['we', 'are', 'honored', 'to', 'be', 'recognized', 'by', 'gartner', 'as', 'a', 'specialist', 'in', 'business', 'process', 'modeling', 'and', 'analysis', 'in', 'the', 'company', 'of', 'many', 'of', 'the', 'largest', 'software', 'vendors', 'in', 'the', 'world']"
748,We are now in a position to pursue novel clinical candidates going forward . '',1,"['we', 'are', 'now', 'in', 'a', 'position', 'to', 'pursue', 'novel', 'clinical', 'candidates', 'going', 'forward']"
749,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,1,"['upm', 'kymmene', 'upgraded', 'to', 'in', 'line', 'from', 'underperform', 'by', 'goldman', 'sachs']"
750,`` Consumers have very well received our packed fresh meat .,1,"['consumers', 'have', 'very', 'well', 'received', 'our', 'packed', 'fresh', 'meat']"
751,`` Demand for sports equipment was good in 2005 .,1,"['demand', 'for', 'sports', 'equipment', 'was', 'good', 'in']"
752,"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",1,"['last', 'year', 'finnair', 'recorded', 'a', 'percent', 'growth', 'on', 'the', 'asian', 'sector', 'carrying', 'more', 'than', 'million', 'passengers', 'between', 'the', 'two', 'continents']"
753,`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,1,"['the', 'additional', 'flight', 'linking', 'mumbai', 'with', 'helsinki', 'was', 'dictated', 'by', 'the', 'strong', 'traffic', 'demand', 'between', 'asia', 'and', 'europe']"
754,`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,1,"['the', 'lowering', 'of', 'prices', 'by', 'us', 'and', 'by', 'our', 'competitors', 'shows', 'that', 'the', 'real', 'estate', 'market', 'has', 'stabilised', 'and', 'returned', 'into', 'balance', 'and', 'apartments', 'are', 'acquiring', 'a', 'fair', 'price', 'in', 'the', 'eyes', 'of', 'our', 'clients']"
755,"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",1,"['the', 'new', 'structure', 'provides', 'better', 'communication', 'faster', 'decision', 'making', 'and', 'cost', 'savings', 'proha', 'said']"
756,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",1,"['this', 'contract', 'demonstrates', 'our', 'ability', 'to', 'apply', 'our', 'minerals', 'and', 'metals', 'technologies', 'in', 'adjacent', 'industries', 'such', 'as', 'oil', 'shale', 'processing']"
757,`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,1,"['we', 'are', 'pleased', 'to', 'deliver', 'the', 'basware', 'invoice', 'automation', 'solution', 'to', 'a', 'major', 'retail', 'company', 'in', 'the', 'us']"
758,"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",1,"['we', 'have', 'tailored', 'our', 'solutions', 'to', 'meet', 'solel', 's', 'technical', 'requirements', 'and', 'the', 'result', 'is', 'both', 'cost', 'effective', 'manufacturing', 'and', 'highest', 'quality', 'reflectors']"
759,`` We 've been feeling quite positive about the region as a whole .,1,"['we', 've', 'been', 'feeling', 'quite', 'positive', 'about', 'the', 'region', 'as', 'a', 'whole']"
760,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,1,"['december', 'finnish', 'industrial', 'machinery', 'company', 'wartsila', 'oyj', 'abp', 'hel', 'wrt', 'v', 'said', 'yesterday', 'it', 'had', 'won', 'an', 'order', 'to', 'design', 'a', 'liquefied', 'natural', 'gas', 'lng', 'powered', 'platform', 'supply', 'vessel', 'psv', 'for', 'norwegian', 'oil', 'service', 'provider', 'eidesvik', 'offshore', 'asa', 'osl', 'eiof']"
761,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,1,"['finlan', 's', 'listed', 'food', 'industry', 'company', 'hkscan', 'group', 'controlled', 'companies', 'in', 'the', 'baltics', 'improved', 'revenues', 'by', 'eur', 'mn', 'to', 'eur', 'mn', 'in', 'from', 'eur', 'mn', 'in', 'the', 'year', 'before']"
762,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",1,"['finnish', 'airline', 'finnair', 'has', 'won', 'a', 'deal', 'with', 'the', 'uk', 'public', 'sector', 'to', 'be', 'the', 'official', 'airline', 'for', 'flights', 'from', 'london', 'heathrow', 'to', 'osaka', 'in', 'japan', 'as', 'well', 'as', 'flights', 'between', 'manchester', 'in', 'the', 'uk', 'and', 'helsinki', 'in', 'finland']"
763,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,1,"['finnish', 'cargotec', 'has', 'been', 'awarded', 'a', 'significant', 'order', 'for', 'a', 'total', 'of', 'hiab', 'loader', 'cranes', 'by', 'bae', 'systems', 'in', 'the', 'us']"
764,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,1,"['finnish', 'cargotec', 's', 'kalmar', 'has', 'received', 'a', 'significant', 'order', 'from', 'the', 'us', 'department', 'of', 'defense']"
765,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,1,"['finnish', 'outotec', 'has', 'been', 'awarded', 'a', 'contract', 'to', 'supply', 'a', 'new', 'zinc', 'roaster', 'with', 'gas', 'cleaning', 'and', 'sulphuric', 'acid', 'plant', 'for', 'the', 'ozk', 'kardzhali', 'zinc', 'smelter', 'in', 'bulgaria']"
766,"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",1,"['finnish', 'p', 'yry', 'has', 'been', 'awarded', 'an', 'engineering', 'contract', 'by', 'cfr', 'the', 'national', 'railway', 'company', 'of', 'romania']"
767,"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",1,"['according', 'to', 'a', 'report', 'by', 'neomarkka', 'kuitu', 'finland', 's', 'customers', 'are', 'interested', 'in', 'buying', 'the', 'company', 's', 'products', 'when', 'it', 'restarts', 'production']"
768,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",1,"['as', 'a', 'result', 'the', 'distribution', 'companies', 'will', 'start', 'to', 'distribute', 'in', 'addition', 'to', 'their', 'current', 'product', 'offering', 'shimano', 'reels', 'rods', 'and', 'other', 'shimano', 'fishing', 'tackle', 'products', 'on', 'an', 'exclusive', 'basis']"
769,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,1,"['cargotec', 'germany', 'gmbh', 'has', 'been', 'awarded', 'a', 'contract', 'by', 'stadtverwaltung', 'mainz', 'for', 'chassis', 'bodies', 'under', 'open', 'procedure']"
770,CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,1,"['ceo', 'erkki', 'j', 'rvinen', 'is', 'happy', 'with', 'the', 'company', 's', 'performance', 'in']"
771,Deliveries have started and the network will be ready for a launch soon .,1,"['deliveries', 'have', 'started', 'and', 'the', 'network', 'will', 'be', 'ready', 'for', 'a', 'launch', 'soon']"
772,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",1,"['earnings', 'per', 'share', 'for', 'the', 'quarter', 'were', 'also', 'higher', 'year', 'on', 'year', 'at', 'eur', 'versus', 'and', 'above', 'market', 'expectations', 'of', 'eur']"
773,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",1,"['ebitda', 'for', 'the', 'year', 'improved', 'to', 'eur', 'm', 'as', 'compared', 'with', 'eur', 'm', 'in']"
774,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",1,"['estonian', 'telecoms', 'company', 'elisa', 's', 'customer', 'numbers', 'cross', 'tallinn', 'oct', 'bns', 'the', 'estonian', 'telecommunications', 'company', 'elisa', 'won', 'approximately', 'new', 'clients', 'in', 'the', 'nine', 'months', 'of', 'this', 'year', 'bringing', 'the', 'number', 'to', 'by', 'the', 'end', 'of', 'september', 'the', 'company', 'said']"
775,"Exel Composites ' long-term growth prospects remain favourable , however .",1,"['exel', 'composites', 'long', 'term', 'growth', 'prospects', 'remain', 'favourable', 'however']"
776,fi is developing cooperation in keyword advertising with Microsoft .,1,"['fi', 'is', 'developing', 'cooperation', 'in', 'keyword', 'advertising', 'with', 'microsoft']"
777,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",1,"['finnish', 'construction', 'group', 'lemminkainen', 'oyj', 'hel', 'lem', 's', 'said', 'today', 'it', 'has', 'won', 'a', 'contract', 'to', 'provide', 'technical', 'services', 'for', 'the', 'nevsky', 'centre', 'shopping', 'mall', 'to', 'be', 'opened', 'in', 'november', 'in', 'st', 'petersburg', 'russia']"
778,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,1,"['finnish', 'mobile', 'operator', 'dna', 'will', 'function', 'as', 'a', 'subcontractor', 'to', 'maingate', 'and', 'will', 'be', 'responsible', 'for', 'telecommunications', 'connections']"
779,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",1,"['finnish', 'software', 'developer', 'basware', 'oyj', 'said', 'on', 'november', 'its', 'u', 's', 'subsidiary', 'basware', 'inc', 'won', 'an', 'order', 'to', 'provide', 'software', 'for', 'contract', 'lifecycle', 'management', 'to', 'an', 'unnamed', 'u', 's', 'medical', 'technology', 'company']"
780,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",1,"['however', 'sales', 'volumes', 'in', 'the', 'food', 'industry', 'are', 'expected', 'to', 'remain', 'at', 'relatively', 'good', 'levels', 'in', 'finland', 'and', 'in', 'scandinavia', 'atria', 'said']"
781,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,1,"['incap', 'and', 'lankapaja', 'aim', 'to', 'enter', 'into', 'actual', 'agreement', 'to', 'transfer', 'the', 'sheet', 'metal', 'production', 'to', 'the', 'buyer', 'in', 'february', 'in', 'order', 'to', 'complete', 'the', 'transfer', 'on', 'march']"
782,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,1,"['mr', 'kivimeister', 'said', 'john', 'deer', 'former', 'timberjack', 'stands', 'to', 'win', 'in', 'the', 'situation', 'it', 'controls', 'around', 'of', 'estonia', 's', 'forest', 'machinery', 'market']"
783,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,1,"['nokia', 'and', 'elisa', 'will', 'work', 'together', 'to', 'bring', 'a', 'superior', 'mobile', 'gaming', 'experience', 'for', 'elisa', 'customers']"
784,Nordea sees a return to positive growth for the Baltic countries in 2011 .,1,"['nordea', 'sees', 'a', 'return', 'to', 'positive', 'growth', 'for', 'the', 'baltic', 'countries', 'in']"
785,Operating profit improved by 16.7 % to EUR 7.7 mn .,1,"['operating', 'profit', 'improved', 'by', 'to', 'eur', 'mn']"
786,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,1,"['operating', 'profit', 'improved', 'by', 'to', 'eur', 'mn', 'from', 'eur', 'mn']"
787,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,1,"['operating', 'profit', 'improved', 'by', 'to', 'er', 'mn', 'from', 'eur', 'mn', 'in']"
788,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,1,"['operating', 'profit', 'improved', 'to', 'eur', 'mn', 'from', 'eur', 'mn']"
789,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,1,"['outokumpu', 's', 'chief', 'executive', 'juha', 'rantanen', 'expressed', 'his', 'confidence', 'in', 'china', 'market']"
790,"Previously , the company anticipated its operating profit to improve over the same period .",1,"['previously', 'the', 'company', 'anticipated', 'its', 'operating', 'profit', 'to', 'improve', 'over', 'the', 'same', 'period']"
791,Productional situation has now improved .,1,"['productional', 'situation', 'has', 'now', 'improved']"
792,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,1,"['rautaruukki', 'said', 'construction', 'group', 'yit', 'has', 'awarded', 'it', 'a', 'mln', 'eur', 'contract', 'to', 'supply', 'the', 'steel', 'structures', 'for', 'a', 'new', 'bridge', 'spanning', 'the', 'kemijoki', 'river', 'in', 'northern', 'finland']"
793,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",1,"['sales', 'came', 'in', 'at', 'mln', 'eur', 'compared', 'with', 'mln', 'and', 'also', 'beating', 'consensus', 'forecasts', 'of', 'mln', 'eur']"
794,"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",1,"['sales', 'vat', 'inclusive', 'expanded', 'by', 'percent', 'to', 'million', 'euros']"
795,Strong growth has continued also in China .,1,"['strong', 'growth', 'has', 'continued', 'also', 'in', 'china']"
796,Synergy benefits will start to materialise in the second quarter .,1,"['synergy', 'benefits', 'will', 'start', 'to', 'materialise', 'in', 'the', 'second', 'quarter']"
797,Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,1,"['teleste', 'and', 'sentry', 'have', 'formed', 'an', 'integration', 'partnership', 'between', 'sentry', 's', 'advanced', 'degree', 'immersive', 'camera', 'product', 'line', 'and', 'teleste', 's', 'enterprise', 'video', 'management', 'systems']"
798,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",1,"['thanks', 'to', 'the', 'multiplying', 'effect', 'of', 'wagon', 'performance', 'transport', 'will', 'be', 'much', 'more', 'efficient', 'says', 'development', 'manager', 'juha', 'malkia', 'from', 'vr', 'cargo']"
799,The ` buy ' recommendation was reiterated .,1,"['the', 'buy', 'recommendation', 'was', 'reiterated']"
800,The aim is to achieve EUR 2.5 mn yearly savings .,1,"['the', 'aim', 'is', 'to', 'achieve', 'eur', 'mn', 'yearly', 'savings']"
801,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,1,"['the', 'borrower', 'was', 'happy', 'to', 'do', 'the', 'roadshow', 'and', 'this', 'paid', 'off', 'as', 'the', 'hit', 'ratio', 'from', 'it', 'was', 'high']"
802,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",1,"['the', 'company', 'which', 'makes', 'garden', 'tools', 'scissors', 'and', 'other', 'consumer', 'goods', 'said', 'earnings', 'were', 'boosted', 'by', 'mln', 'eur', 'of', 'income', 'it', 'received', 'from', 'its', 'pct', 'shareholding', 'in', 'finnish', 'engineering', 'group', 'wartsila']"
803,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,1,"['the', 'company', 'anticipates', 'its', 'turnover', 'for', 'the', 'whole', 'to', 'surpass', 'that', 'of', 'the', 'previous', 'year', 'when', 'it', 'was', 'eur', 'million']"
804,The EPS improved to EUR0 .38 from EUR0 .27 .,1,"['the', 'eps', 'improved', 'to', 'eur', 'from', 'eur']"
805,The expansion aims to attract new customers both in Finland and abroad .,1,"['the', 'expansion', 'aims', 'to', 'attract', 'new', 'customers', 'both', 'in', 'finland', 'and', 'abroad']"
806,The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,1,"['the', 'federal', 'secretary', 'for', 'transport', 'and', 'communication', 'of', 'mexico', 'has', 'awarded', 'poyry', 'and', 'its', 'mexican', 'partner', 'sintra', 'a', 'consulting', 'contract', 'in', 'connection', 'with', 'the', 'buenavista', 'cuautitlan', 'suburban', 'railway']"
807,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",1,"['the', 'financial', 'impact', 'is', 'estimated', 'to', 'be', 'an', 'annual', 'improvement', 'of', 'eur', 'm', 'in', 'the', 'division', 's', 'results', 'as', 'of', 'fiscal', 'year']"
808,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",1,"['the', 'financial', 'impact', 'is', 'estimated', 'to', 'be', 'some', 'meur', 'annual', 'improvement', 'in', 'the', 'division', 's', 'result', 'starting', 'from', 'fiscal', 'year']"
809,The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,1,"['the', 'finnish', 'group', 'anticipates', 'a', 'sales', 'gain', 'of', 'eur', 'm', 'after', 'tax', 'and', 'expenses']"
810,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",1,"['the', 'launch', 'of', 'the', 'plant', 'in', 'june', 'went', 'well', 'and', 'it', 'has', 'been', 'producing', 'the', 'advanced', 'fuel', 'for', 'a', 'couple', 'of', 'weeks']"
811,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,1,"['the', 'parties', 'have', 'agreed', 'to', 'negotiate', 'definitive', 'distribution', 'and', 'license', 'agreements', 'by', 'the', 'end', 'of', 'june']"
812,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,1,"['the', 'rationalization', 'of', 'the', 'operations', 'seeks', 'to', 'achieve', 'over', 'eur', 'million', 'in', 'yearly', 'savings', 'as', 'from', 'the', 'second', 'quarter', 'of', 'the', 'current', 'financial', 'year']"
813,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",1,"['the', 'sale', 'which', 'will', 'result', 'in', 'a', 'gain', 'of', 'some', 'eur', 'million', 'in', 'the', 'second', 'quarter', 'of', 'for', 'oriola', 'kd', 'supports', 'the', 'finnish', 'company', 's', 'strategy', 'to', 'focus', 'on', 'pharmaceutical', 'wholesale', 'and', 'retail', 'operations']"
814,The stock of new machines is reasonably small and new orders bring work .,1,"['the', 'stock', 'of', 'new', 'machines', 'is', 'reasonably', 'small', 'and', 'new', 'orders', 'bring', 'work']"
815,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,1,"['the', 'third', 'order', 'awarded', 'to', 'outokumpu', 'technology', 'is', 'by', 'shalkiya', 'zinc', 'of', 'kazakhstan', 'for', 'the', 'shalkiya', 'zinc', 'lead', 'project', 'in', 'kazakhstan']"
816,These companies will be able to keep their market positions .,1,"['these', 'companies', 'will', 'be', 'able', 'to', 'keep', 'their', 'market', 'positions']"
817,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,1,"['this', 'acquisition', 'supports', 'our', 'strategy', 'of', 'being', 'close', 'to', 'our', 'customers', 'all', 'around', 'the', 'world', 'offering', 'both', 'equipment', 'and', 'related', 'services']"
818,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",1,"['turun', 'kaupunkin', 'finland', 'based', 'company', 'has', 'awarded', 'contract', 'to', 'lemminkainen', 'talotekniikka', 'oy', 'for', 'electrical', 'installation', 'work']"
819,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,1,"['the', 'world', 's', 'biggest', 'magazine', 'paper', 'maker', 'said', 'the', 'program', 'to', 'improve', 'efficiency', 'will', 'include', 'closing', 'several', 'of', 'its', 'least', 'competitive', 'mills', 'and', 'would', 'cover', 'all', 'the', 'company', 's', 'operations', 'resulting', 'in', 'annual', 'savings', 'of', 'some', 'euro', 'million', 'us', 'million']"
820,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,1,"['these', 'moderate', 'but', 'significant', 'changes', 'resulted', 'in', 'a', 'significant', 'reduction', 'in', 'the', 'estimated', 'cvd', 'risk']"
821,Uponor improved its performance in spite of the decrease in residential construction in the US .,1,"['uponor', 'improved', 'its', 'performance', 'in', 'spite', 'of', 'the', 'decrease', 'in', 'residential', 'construction', 'in', 'the', 'us']"
822,"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",1,"['israeli', 'cable', 'network', 'operator', 'hot', 'telecom', 'has', 'chosen', 'teleste', 'an', 'international', 'technology', 'group', 'as', 'its', 'exclusive', 'provider', 'of', 'fttx', 'equipment', 'in', 'israel', 'according', 'to', 'teleste', 'today']"
823,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",1,"['about', 'marubeni', 'marubeni', 'corporation', 'tse', 'adr', 'maruy', 'was', 'established', 'in', 'and', 'is', 'a', 'core', 'company', 'of', 'marubeni', 'group', 'one', 'of', 'japan', 's', 'leading', 'general', 'trading', 'houses']"
824,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",1,"['by', 'implementing', 'the', 'software', 'the', 'finnish', 'army', 'aims', 'to', 'unify', 'and', 'improve', 'its', 'operations', 'in', 'these', 'application', 'areas', 'qpr', 'software', 'stated']"
825,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",1,"['fiskars', 'the', 'world', 's', 'scissors', 'brand', 'tm', 'recently', 'won', 'learning', 'magazine', 's', 'teachers', 'choice', 'award', 'for', 'the', 'classroom']"
826,He believes that the soy-oats have a good chance of entering the UK market .,1,"['he', 'believes', 'that', 'the', 'soy', 'oats', 'have', 'a', 'good', 'chance', 'of', 'entering', 'the', 'uk', 'market']"
827,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",1,"['kai', 'tulonen', 'chief', 'technology', 'officer', 'sysopen', 'digia', 'says', 'we', 'have', 'been', 'using', 'corporate', 'phonebook', 'inside', 'sysopen', 'digia', 'extensively', 'since', 'last', 'fall', 'and', 'we', 'have', 'been', 'very', 'satisfied', 'with', 'the', 'results']"
828,"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",1,"['last', 'year', 'lemminkainen', 'completed', 'the', 'kouvola', 'k', 'supermarket', 'contract']"
829,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",1,"['metrics', 'in', 'qpr', 'scorecard', 'now', 'support', 'date', 'text', 'and', 'milestone', 'based', 'values', 'which', 'improve', 'its', 'support', 'for', 'managing', 'projects', 'around', 'performance', 'or', 'process', 'related', 'content']"
830,Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,1,"['other', 'carriers', 'and', 'handset', 'makers', 'spin', 'it', 'as', 'a', 'positive', 'event', 'that', 'will', 'raise', 'interest', 'for', 'higher', 'end', 'phones', 'and', 'pricier', 'data', 'plans']"
831,"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",1,"['pearl', 'plaza', 'llc', 'the', 'joint', 'venture', 'of', 'srv', 'and', 'shanghai', 'industrial', 'investment', 'holdings', 'co', 'ltd', 'has', 'concluded', 'the', 'investment', 'decision', 'on', 'construction', 'of', 'the', 'first', 'phase', 'of', 'the', 'shopping', 'center', 'in', 'saint', 'petersburg', 'russia']"
832,"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",1,"['technopolis', 'and', 'the', 'st', 'petersburg', 'government', 'signed', 'a', 'cooperation', 'memorandum', 'in', 'october', 'to', 'set', 'up', 'a', 'techno', 'park', 'in', 'the', 'neudorf', 'production', 'zone', 'in', 'the', 'village', 'of', 'strelny', 'in', 'the', 'st', 'petersburg', 'suburbs']"
833,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",1,"['tekla', 'structures', 'bim', 'building', 'information', 'modeling', 'software', 'is', 'being', 'developed', 'according', 'to', 'a', 'long', 'term', 'plan', 'of', 'improved', 'user', 'experience', 'process', 'and', 'functionality']"
834,TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,1,"['teliasonera', 'is', 'the', 'leading', 'telecommunications', 'company', 'in', 'the', 'nordic', 'and', 'baltic', 'regions']"
835,"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",1,"['the', 'report', 'provides', 'a', 'comprehensive', 'insight', 'into', 'the', 'company', 'including', 'business', 'structure', 'and', 'operations', 'executive', 'biographies', 'and', 'key', 'competitors']"
836,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",1,"['the', 'services', 'also', 'give', 'the', 'supplier', 'opportunity', 'to', 'key', 'in', 'invoices', 'receive', 'orders', 'electronically', 'to', 'send', 'order', 'confirmations', 'and', 'to', 'upload', 'and', 'create', 'electronic', 'catalogues']"
837,This is the second successful effort for the financial investor this year .,1,"['this', 'is', 'the', 'second', 'successful', 'effort', 'for', 'the', 'financial', 'investor', 'this', 'year']"
838,: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,1,"['lietuvos', 'respublikos', 'sveikatos', 'apsaugos', 'ministerija', 'has', 'awarded', 'contract', 'to', 'uab', 'affecto', 'lietuva', 'for', 'financial', 'systems', 'software', 'package']"
